File_name,Emotions
Group2-ns_5_225.650-230.350.wav,disgust
Group2-ns_5_73.300-82.100.wav,happy
Group2-ns_5_62.650-72.850.wav,happy
Group2-ns_5_27.000-30.900.wav,disgust
Group2-ns_5_163.600-168.200.wav,disgust
Group2-ns_5_173.550-177.650.wav,disgust
Group2-ns_5_47.000-58.400.wav,disgust
Group2-ns_5_263.400-269.700.wav,disgust
Group2-ns_5_9.850-11.200.wav,fear
Group2-ns_5_280.600-282.300.wav,happy
Group2-ns_5_169.650-171.650.wav,disgust
Group2-ns_5_182.400-187.150.wav,disgust
Group2-ns_5_219.600-222.300.wav,neutral
Group2-ns_5_332.850-334.200.wav,fear
Group2-ns_5_390.600-392.650.wav,sad
Group2-ns_5_216.150-218.950.wav,disgust
Group2-ns_5_82.750-87.650.wav,happy
Group2-ns_5_180.200-181.600.wav,neutral
Group2-ns_5_323.050-324.050.wav,sad
Group2-ns_5_238.600-244.850.wav,disgust
Group2-ns_5_44.250-46.300.wav,sad
Group2-ns_5_194.250-198.300.wav,disgust
Group2-ns_5_245.200-247.300.wav,neutral
Group2-ns_5_91.650-97.350.wav,sad
Group2-ns_5_158.800-162.600.wav,sad
Group2-ns_5_137.700-145.200.wav,disgust
Group2-ns_5_31.750-33.250.wav,angry
Group2-ns_5_212.000-214.850.wav,neutral
Group2-ns_5_177.950-179.150.wav,sad
Group2-ns_5_39.300-43.900.wav,disgust
Group2-ns_5_116.650-137.350.wav,sad
Group2-ns_5_109.550-114.300.wav,angry
Group2-ns_5_37.300-38.750.wav,sad
Group2-ns_5_358.250-359.650.wav,fear
Group2-ns_5_23.000-26.450.wav,disgust
Group1-ns_4_871.250-873.950.wav,angry
Group1-ns_4_828.800-834.050.wav,angry
Group1-ns_4_316.200-322.000.wav,surprise
Group1-ns_4_122.350-126.900.wav,disgust
Group1-ns_4_725.850-730.050.wav,angry
Group1-ns_4_848.250-856.350.wav,disgust
Group1-ns_4_290.700-303.000.wav,neutral
Group1-ns_4_736.700-744.150.wav,neutral
Group1-ns_4_15.300-20.650.wav,disgust
Group1-ns_4_229.200-232.200.wav,sad
Group1-ns_4_67.200-73.450.wav,sad
Group1-ns_4_826.200-828.500.wav,happy
Group1-ns_4_435.250-439.100.wav,disgust
Group1-ns_4_371.850-374.250.wav,fear
Group1-ns_4_496.350-508.950.wav,angry
Group1-ns_4_218.700-227.900.wav,neutral
Group1-ns_4_171.700-195.900.wav,angry
Group1-ns_4_0.150-6.000.wav,angry
Group1-ns_4_837.950-847.800.wav,disgust
Group1-ns_4_381.500-382.650.wav,sad
Group1-ns_4_474.250-482.950.wav,angry
Group1-ns_4_32.650-43.500.wav,disgust
Group1-ns_4_389.150-391.700.wav,fear
Group1-ns_4_241.350-251.300.wav,sad
Group1-ns_4_549.900-554.600.wav,happy
Group1-ns_4_770.350-780.650.wav,happy
Group1-ns_4_483.450-494.050.wav,happy
Group1-ns_4_815.600-825.500.wav,angry
Group1-ns_4_835.250-837.300.wav,fear
Group1-ns_4_216.350-218.550.wav,neutral
Group1-ns_4_764.950-769.750.wav,sad
Group1-ns_4_382.800-385.800.wav,neutral
Group1-ns_4_413.000-423.250.wav,disgust
Group1-ns_4_600.800-605.350.wav,happy
Group1-ns_4_455.300-460.300.wav,disgust
Group1-ns_4_76.500-97.000.wav,neutral
Group1-ns_4_118.150-122.050.wav,disgust
Group1-ns_4_275.350-280.400.wav,disgust
Group1-ns_4_374.900-380.850.wav,disgust
Group1-ns_4_209.800-213.950.wav,angry
Group1-ns_4_614.850-616.650.wav,sad
Group1-ns_4_401.150-411.650.wav,happy
Group1-ns_4_861.600-870.800.wav,disgust
Group1-ns_4_554.750-557.450.wav,surprise
Group1-ns_4_8.050-9.550.wav,happy
Group1-ns_4_690.800-697.500.wav,happy
Group1-ns_4_196.600-200.100.wav,disgust
Group1-ns_4_573.600-589.850.wav,disgust
Group1-ns_4_363.400-366.650.wav,angry
Group1-ns_4_439.800-447.900.wav,disgust
Group1-ns_4_617.600-635.600.wav,happy
Group1-ns_4_558.850-572.300.wav,angry
Group1-ns_4_286.150-289.800.wav,disgust
Group1-ns_4_330.450-333.400.wav,sad
